word,category,frequency,length
thing,noun,333,5
prediction,noun,10,10
fate,noun,33,4
pressure,noun,185,8
tonight,noun,38,7
confirmed,verb,20,9
housing,verb,59,7
floor,noun,158,5
record,noun,137,6
scattered,verb,27,9
customary,adjective,14,9
ignored,verb,29,7
speed,verb,83,5
negro,noun,107,5
administrator,noun,15,13
presidential,adjective,34,12
appointments,noun,6,12
cabinet,noun,17,7
rank,noun,24,4
immediate,adjective,81,9
rule,noun,73,4
requiring,verb,16,9
hour,noun,145,4
enforce,verb,9,7
demand,noun,102,6
wayne,noun,12,5
morse,noun,29,5
connection,noun,69,10
selections,noun,15,10
oslo,noun,5,4
positive,adjective,74,8
element,noun,52,7
emerge,verb,18,6
north,adjective,206,5
atlantic,noun,40,8
treaty,noun,20,6
organization,noun,128,12
foreign,adjective,158,7
ministers,noun,11,9
freer,adjective,5,5
wider,adjective,17,5
discussions,noun,32,11
animated,verb,5,8
mutual,adjective,26,6
understanding,noun,121,13
meetings,noun,28,8
very,adjective,94,4
nature,noun,191,6
proceed,verb,18,7
route,noun,39,5
step,noun,131,4
dramatic,adjective,63,8
changes,noun,131,7
met,verb,132,3
climate,noun,26,7
genuine,adjective,34,7
attempt,noun,95,7
one,noun,560,3
atmosphere,noun,79,10
noticeable,adjective,11,10
concerned,verb,135,9
powers,noun,73,6
nightmare,noun,9,9
clash,noun,5,5
africa,noun,45,6
difficulties,noun,46,12
tragedies,noun,7,9
facing,verb,34,6
allies,noun,30,6
circumstances,noun,84,13
troubles,noun,22,8
conspicuous,adjective,6,11
absence,noun,53,7
explosion,noun,16,9
avoided,verb,19,7
few,adjective,601,3
weeks,noun,141,5
walk,verb,100,4
nato,noun,25,4
critics,noun,26,7
policy,noun,222,6
prove,verb,53,5
harsh,adjective,12,5
relaxation,noun,7,10
tension,noun,59,7
courteous,adjective,6,9
explanation,noun,43,11
basic,adjective,171,5
positions,noun,54,9
unchanged,adjective,9,9
bitter,adjective,53,6
surprises,noun,5,9
un,noun,12,2
assembly,noun,50,8
discussed,verb,65,9
advance,noun,59,7
canada,noun,34,6
allied,verb,29,6
cars,noun,112,4
track,noun,38,5
behind,function,231,6
daily,adjective,67,5
manifestations,noun,9,14
atomic,adjective,46,6
arms,noun,121,4
heart,noun,173,5
alliance,noun,20,8
closer,adjective,18,6
line,noun,298,4
negative,adjective,53,8
side,noun,381,4
balance,noun,90,7
sheet,noun,45,5
disappointment,noun,15,14
united,verb,482,6
leadership,noun,92,10
hoped,verb,48,5
diplomat,noun,5,8
described,verb,120,9
tenor,noun,6,5
dean,noun,40,4
speeches,noun,21,8
hastened,verb,9,8
add,verb,88,3
clear,adjective,210,5
analysis,noun,108,8
various,adjective,201,7
danger,noun,70,6
points,noun,143,6
fixed,verb,87,5
mood,noun,37,4
tactical,adjective,8,8
appreciation,noun,22,12
affair,noun,33,6
fewer,adjective,33,5
soviet,noun,129,6
correspondents,noun,5,14
impression,noun,45,10
popularity,noun,17,10
came,verb,622,4
tentative,adjective,15,9
frame,noun,74,5
mind,noun,325,4
listen,verb,51,6
learn,verb,84,5
scale,noun,59,5
detailed,verb,52,8
application,noun,68,11
individual,adjective,239,10
spots,noun,32,5
speech,noun,61,6
gave,verb,285,4
tremendous,adjective,37,10
events,noun,101,6
inside,function,107,6
preoccupied,verb,11,11
months,noun,189,6
core,noun,43,4
profound,adjective,27,8
attachment,noun,5,10
nuclear,adjective,115,7
submarines,noun,20,10
disposal,noun,20,8
european,adjective,61,8
waters,noun,42,6
repeated,verb,59,8
union,noun,182,5
stand,verb,148,5
whole,noun,309,5
surveyed,verb,9,8
greatest,adjective,88,8
achievement,noun,65,11
realization,noun,24,11
friction,noun,17,8
around,function,326,6
globe,noun,13,5
essence,noun,15,7
different,adjective,312,9
societies,noun,41,9
treated,verb,75,7
regard,noun,89,6
geographical,adjective,16,12
distance,noun,108,8
lack,noun,110,4
apparent,adjective,57,8
spring,noun,127,6
impetus,noun,6,7
main,noun,119,4
directions,noun,30,10
deeper,adjective,29,6
timely,adjective,8,6
consultation,noun,10,12
within,function,351,6
economic,adjective,243,8
cooperation,noun,39,11
method,noun,142,6
underdeveloped,adjective,10,14
countries,noun,151,9
strengthening,verb,12,13
conventional,adjective,51,12
forces,noun,173,6
maintenance,noun,64,11
deterrent,noun,8,9
threshold,noun,15,9
difficult,adjective,161,9
come,verb,630,4
ally,noun,9,4
laid,verb,77,4
fulfilled,verb,11,9
moves,verb,36,5
geneva,noun,17,6
conference,noun,96,10
laos,noun,64,4
optimism,noun,15,8
communists,noun,39,10
table,noun,198,5
military,adjective,212,8
ground,noun,186,6
explain,verb,64,7
interested,verb,105,10
setting,verb,60,7
international,adjective,155,13
inspection,noun,21,10
prevent,verb,83,7
communist,noun,97,9
attacks,noun,22,7
neighboring,verb,24,11
south,adjective,237,5
viet,noun,16,4
nam,noun,13,3
count,verb,49,5
neutral,adjective,39,7
attending,verb,23,9
hopes,verb,49,5
lao,noun,17,3
dominated,verb,20,9
acceptable,adjective,21,10
possibility,noun,87,11
modified,verb,13,8
inclination,noun,8,11
insist,verb,27,6
control,noun,223,7
participating,verb,15,13
modifications,noun,6,13
compelled,verb,18,9
chain,noun,50,5
errors,noun,44,6
spokesmen,noun,13,9
reforms,noun,14,7
critical,adjective,58,8
moving,verb,114,6
showing,verb,61,7
gain,noun,74,4
free,adjective,249,4
world,noun,787,5
arises,verb,14,6
dealing,verb,43,7
aggression,noun,10,10
richard,noun,71,7
nixon,noun,25,5
detroit,noun,21,7
firmer,adjective,6,6
tougher,adjective,9,7
feels,verb,45,5
tendency,noun,49,8
restrained,verb,13,10
situation,noun,196,9
restrain,verb,10,8
raising,verb,34,7
power,noun,342,5
monumental,adjective,5,10
cuba,noun,47,4
correspondent,noun,12,13
score,noun,66,5
reply,noun,42,5
country,noun,324,7
politics,noun,69,8
wisdom,noun,44,6
morton,noun,15,6
r,noun,38,1
kentucky,noun,14,8
responsible,adjective,71,11
outcome,noun,26,7
coalition,noun,15,9
susceptible,adjective,6,11
domination,noun,15,10
direction,noun,133,9
harvard,noun,34,7
boston,noun,61,6
educators,noun,6,9
invasion,noun,16,8
groups,noun,125,6
castro,noun,32,6
regime,noun,23,6
bloc,noun,10,4
diplomatic,adjective,28,10
resumption,noun,9,10
trade,noun,143,5
concentrate,verb,11,11
constructive,adjective,15,12
efforts,noun,127,7
latin,adjective,50,5
america,noun,194,7
conditions,noun,180,10
totalitarian,adjective,6,12
nationalism,noun,35,11
feeds,verb,12,5
intervention,noun,20,12
specific,adjective,115,8
provocation,noun,5,11
shipped,verb,6,7
tolerated,verb,6,9
until,function,461,5
cuban,noun,19,5
victories,noun,7,9
observer,noun,16,8
respected,verb,11,9
opinions,noun,44,8
voiced,verb,5,6
professors,noun,16,10
kremlin,noun,11,7
channels,noun,23,8
disclosed,verb,14,9
react,verb,15,5
eisenhower,noun,50,10
period,noun,265,6
strenuous,adjective,11,9
remove,verb,58,6
pin,noun,16,3
ban,noun,7,3
negotiations,noun,20,12
reviewed,verb,13,8
changed,verb,95,7
response,noun,77,8
emphasis,noun,58,8
encourage,verb,46,9
reform,noun,30,6
recipient,noun,7,9
nations,noun,175,7
looked,verb,367,6
show,verb,288,4
determination,noun,39,13
sailing,verb,20,7
naval,adjective,33,5
fleet,noun,17,5
southeast,adjective,28,9
asian,adjective,10,5
useless,adjective,17,7
gesture,noun,32,7
freeze,verb,6,6
aided,verb,11,5
pathet,noun,10,6
faster,adjective,5,6
rate,noun,209,4
territory,noun,31,9
exposed,verb,34,7
huge,adjective,55,4
performing,verb,17,10
great,adjective,649,5
asia,noun,44,4
seato,noun,5,5
steamed,verb,6,7
prepared,verb,102,8
coping,verb,8,6
losses,noun,46,6
want,verb,328,4
risk,verb,54,4
war,noun,464,3
concluded,verb,32,9
suited,verb,22,6
unlike,function,42,6
determined,verb,119,10
neighbors,noun,40,9
favor,noun,78,5
neutralized,verb,5,11
helped,verb,66,6
revolt,noun,8,6
souvanna,noun,6,8
neutralist,noun,8,10
appear,verb,117,6
spark,verb,12,5
fighting,verb,72,8
spirit,noun,182,6
royal,adjective,48,5
energy,noun,100,6
displayed,verb,21,9
ideas,noun,143,5
prince,noun,33,6
relinquish,verb,6,10
factor,noun,71,6
d,noun,50,1
arkansas,noun,18,8
half,function,256,4
encouraging,verb,23,11
removal,noun,41,7
extraordinary,adjective,31,13
check,verb,88,5
rapid,adjective,43,5
growth,noun,155,6
juvenile,adjective,18,8
delinquency,noun,7,11
vitality,noun,17,8
nation,noun,139,6
important,adjective,369,9
assertion,noun,7,9
establishing,verb,26,12
crime,noun,35,5
supported,verb,54,9
assisted,verb,7,8
advisory,adjective,24,8
recognized,verb,80,10
enactment,noun,7,9
specified,verb,28,9
disturbing,adjective,16,10
trend,noun,46,5
offenses,noun,6,8
multiply,verb,10,8
labor,noun,149,5
coordinate,verb,10,10
assist,verb,26,6
communities,noun,41,11
cope,verb,21,4
david,noun,51,5
youth,noun,82,5
sense,noun,311,5
urgency,noun,12,7
stems,verb,33,5
doubled,verb,11,7
providence,noun,80,10
organize,verb,14,8
civil,adjective,91,5
setup,noun,8,5
raymond,noun,17,7
hawksley,noun,10,8
cd,noun,8,2
anyone,noun,140,6
outline,verb,12,7
earliest,adjective,22,8
noting,verb,17,6
handed,verb,38,6
responsibility,noun,118,14
salary,noun,43,6
expressed,verb,75,9
opinion,noun,96,7
hire,verb,15,4
basis,noun,184,5
believed,verb,77,8
residents,noun,20,9
job,noun,238,3
men,noun,763,3
headquarters,noun,65,12
pertinent,adjective,21,9
centralized,verb,9,11
advantage,noun,73,9
having,verb,279,6
eligible,adjective,14,8
apply,verb,56,5
financial,adjective,86,9
equipment,noun,167,9
procurement,noun,21,11
radios,noun,7,6
rescue,noun,15,6
trucks,noun,22,6
vehicle,noun,35,7
central,adjective,165,7
station,noun,105,7
assign,verb,18,6
riverside,noun,10,9
section,noun,188,7
speaking,verb,62,8
status,noun,97,6
bet,verb,20,3
know,verb,683,4
enemy,noun,88,5
narragansett,noun,6,12
grounds,noun,58,7
point,noun,395,5
theater,noun,52,7
knowing,verb,50,7
assemble,verb,9,8
air,noun,257,3
vital,adjective,56,5
regular,adjective,83,7
intervals,noun,25,9
fails,verb,14,5
consider,verb,127,8
call,verb,188,4
september,noun,56,9
developed,verb,170,9
things,noun,368,6
classes,noun,85,7
drifts,verb,6,6
level,noun,213,5
examine,verb,33,7
revisions,noun,9,9
notte,noun,20,5
name,verb,294,4
move,noun,171,4
form,noun,370,4
letter,noun,145,6
miss,noun,253,4
mary,noun,87,4
deputy,adjective,17,6
clerk,noun,34,5
falls,noun,32,5
copy,noun,38,4
released,verb,26,8
responding,verb,6,10
urges,verb,8,5
complete,adjective,182,8
eye,noun,122,3
perform,verb,29,7
review,noun,56,6
joseph,noun,55,6
nugent,noun,5,6
views,verb,51,5
appoint,verb,6,7
expect,verb,108,6
religious,adjective,165,9
affected,verb,36,8
wrote,verb,181,5
continuous,adjective,44,10
confronts,verb,5,9
enforcement,noun,19,11
officers,noun,83,8
advised,verb,33,7
activity,noun,116,8
across,function,270,6
statutes,noun,7,8
bay,noun,57,3
instances,noun,30,9
colonial,adjective,21,8
times,noun,300,5
limit,verb,48,5
types,noun,116,5
merchandise,noun,7,11
sold,verb,47,4
concern,noun,98,7
foods,noun,51,5
placed,verb,126,6
list,noun,133,4
neighborhood,noun,57,12
grocery,noun,9,7
variety,noun,85,7
stores,noun,35,6
chance,noun,131,6
compete,verb,23,7
small,adjective,542,5
shops,noun,17,5
retained,verb,22,8
livelihood,noun,5,10
thousands,noun,47,9
declares,verb,11,8
licenses,noun,6,8
factory,noun,32,7
outlets,noun,6,7
operate,verb,48,7
contended,verb,12,9
shopping,verb,27,8
liberals,noun,26,8
parties,noun,59,7
reama,noun,5,5
known,verb,245,5
expert,noun,30,6
rotary,adjective,10,6
club,noun,145,4
luncheon,noun,23,8
hotel,noun,126,5
type,noun,200,4
enterprise,noun,31,10
average,adjective,130,7
pull,noun,51,4
lever,noun,14,5
member,noun,137,6
socialist,adjective,21,9
machinist,noun,5,9
fellow,noun,63,6
me,function,1180,2
utilities,noun,7,9
resources,noun,72,9
gaining,verb,15,7
victory,noun,61,7
original,adjective,103,8
retired,verb,35,7
vice,noun,35,4
screw,noun,21,5
us,function,675,2
gross,adjective,66,5
product,noun,87,7
neither,function,134,7
favors,verb,10,6
wage,noun,56,4
increases,noun,72,9
manufacturers,noun,47,13
caught,verb,98,6
profit,noun,28,6
squeeze,noun,11,7
conditioned,verb,20,11
higher,adjective,146,6
turned,verb,320,6
philosophy,noun,86,10
dividing,verb,7,8
engaged,verb,47,7
industrial,adjective,143,10
counseling,noun,10,10
bearing,verb,25,7
johnston,noun,21,8
presented,verb,82,9
town,noun,212,4
obtaining,verb,9,9
charter,noun,33,7
martinelli,noun,7,10
transferred,verb,29,11
hand,noun,431,4
suggestion,noun,34,10
referred,verb,45,8
happens,verb,40,7
explained,verb,80,9
assure,verb,37,6
completes,verb,5,9
difference,noun,148,10
arose,verb,18,5
solicitor,noun,6,9
exact,adjective,27,5
handled,verb,26,7
assured,verb,39,7
correct,adjective,52,7
strategy,noun,22,8
movement,noun,128,8
comes,verb,137,5
inspiring,verb,8,9
think,verb,433,5
hope,verb,177,4
surprised,verb,58,9
running,verb,123,7
posts,noun,22,5
goal,noun,60,4
awareness,noun,32,9
followed,verb,172,8
started,verb,194,7
model,adjective,77,5
municipal,adjective,28,9
misunderstanding,verb,11,16
meaning,noun,127,7
cited,verb,24,5
false,adjective,28,5
affixed,verb,14,7
consent,noun,17,7
provision,noun,47,9
included,verb,97,8
sewer,noun,10,5
ordinance,noun,9,9
motorists,noun,5,9
plead,verb,5,5
guilty,adjective,29,6
minor,noun,58,5
traffic,noun,68,7
michael,noun,11,7
draft,verb,24,5
authorized,verb,37,10
adopt,verb,13,5
nothing,noun,411,7
sixth,adjective,26,5
disposition,noun,13,11
hesitated,verb,21,9
heavy,adjective,110,5
simplest,adjective,10,8
offense,noun,8,7
mitchell,noun,26,8
walter,noun,40,6
value,noun,200,5
using,verb,145,5
remark,noun,31,6
carcass,noun,7,7
dumont,noun,10,6
spoke,verb,87,5
park,noun,94,4
controversial,adjective,12,13
westfield,noun,6,9
cocktail,noun,25,8
scotch,adjective,5,6
plains,noun,14,6
greeted,verb,20,7
chorus,noun,18,6
women,noun,195,5
forum,noun,10,5
federation,noun,15,10
clubs,noun,24,5
intention,noun,36,9
stopped,verb,129,7
beating,verb,13,7
gone,verb,195,4
sell,verb,41,4
tattered,verb,5,8
remains,noun,84,7
love,verb,231,4
considered,verb,151,10
mediocre,adjective,5,8
fall,noun,147,4
common,adjective,223,6
decency,noun,10,7
proud,adjective,50,5
dead,adjective,172,4
regretted,verb,11,9
wrong,adjective,125,5
inject,verb,6,6
waged,verb,7,5
issues,noun,66,6
respond,verb,21,7
either,function,252,6
applause,noun,14,8
merit,noun,29,5
open,adjective,310,4
launched,verb,20,8
continuance,noun,6,11
passenger,noun,14,9
proper,adjective,95,6
uses,noun,59,4
surplus,noun,27,7
jersey,noun,25,6
attractive,adjective,39,10
industry,noun,171,8
unemployment,noun,16,12
share,verb,98,5
blame,noun,34,5
truck,noun,57,5
plant,noun,125,5
am,verb,237,2
income,noun,109,6
unhappy,adjective,26,7
minutes,noun,196,7
saved,verb,43,5
looks,verb,78,5
transportation,noun,43,14
crises,noun,21,6
saying,verb,113,6
ways,noun,128,4
motor,noun,56,5
vehicles,noun,53,8
challenge,verb,36,9
stands,verb,68,6
resent,verb,8,6
reference,noun,67,9
insult,noun,7,6
symbol,noun,54,6
intentions,noun,22,10
understand,verb,137,10
seeking,verb,44,7
position,noun,241,8
life,noun,715,4
demonstrate,verb,28,11
judgment,noun,59,8
bad,adjective,138,3
taste,noun,59,5
vicious,adjective,17,7
origin,noun,44,6
desire,noun,79,6
try,verb,140,3
stature,noun,15,7
sees,verb,36,4
sandman,noun,5,7
nomination,noun,12,10
addressing,verb,9,10
newark,noun,8,6
essex,noun,12,5
leaders,noun,107,7
managers,noun,24,8
gathering,noun,28,9
indicate,verb,80,8
chosen,verb,71,6
majority,noun,57,8
announcement,noun,24,12
clifford,noun,5,8
spend,verb,53,5
desperate,adjective,26,9
proven,verb,11,6
answer,verb,152,6
witnessed,verb,13,9
image,noun,119,5
failed,verb,74,6
witnessing,verb,6,10
transfer,verb,39,8
glow,noun,16,4
candidacy,noun,6,9
fail,verb,37,4
harriet,noun,9,7
supervisor,noun,5,10
sheets,noun,30,6
paper,noun,157,5
represents,verb,39,10
necessary,adjective,222,9
democracy,noun,24,9
lip,noun,18,3
financing,verb,34,9
purchase,noun,47,8
machines,noun,54,8
repay,verb,7,5
exclusive,adjective,28,9
january,noun,53,7
mandatory,adjective,6,9
impinging,verb,5,9
results,noun,149,7
orange,noun,23,6
edward,noun,45,6
safety,noun,47,6
commissioner,noun,19,12
fbi,noun,8,3
vacancy,noun,6,7
appeals,noun,19,7
experience,noun,276,10
shown,verb,166,5
filled,verb,99,6
jim,noun,36,3
fits,verb,13,4
description,noun,54,11
conservation,noun,13,12
citation,noun,5,8
credits,verb,7,7
supervision,noun,19,11
reduction,noun,42,9
forest,noun,66,6
fires,noun,17,5
division,noun,107,8
graduation,noun,11,10
michigan,noun,21,8
private,adjective,191,7
lumber,noun,35,6
october,noun,51,7
techniques,noun,99,10
plowing,verb,11,7
established,verb,108,11
tractor,noun,24,7
units,noun,87,5
expanded,verb,20,8
training,noun,156,8
credited,verb,12,8
cross,noun,55,5
debut,noun,14,5
bid,noun,22,3
corner,noun,115,6
inn,noun,9,3
glad,adjective,38,4
democrats,noun,40,9
resolve,verb,13,7
just,adjective,21,4
expedient,adjective,7,9
feet,noun,283,4
popular,adjective,98,7
slogans,noun,5,7
win,verb,55,3
liberal,adjective,69,7
planned,verb,75,7
looking,verb,173,7
honest,adjective,47,6
talk,verb,154,4
mouth,noun,103,5
truth,noun,126,5
elect,verb,8,5
signs,noun,68,5
feeble,adjective,8,6
shall,verb,268,5
partner,noun,32,7
attraction,noun,15,10
stop,noun,120,4
southern,adjective,137,8
keep,verb,264,4
clean,adjective,68,5
calling,verb,45,7
lives,verb,81,5
representative,adjective,47,14
green,adjective,116,5
acres,noun,44,5
tracts,noun,5,6
land,noun,218,4
municipalities,noun,9,14
space,noun,184,5
pointing,verb,26,8
changing,verb,44,8
unless,function,101,6
preserve,verb,35,8
comment,verb,42,7
